a	ˈa
agoirasses	ˌɐɡoɪɾˈasɨʃ
agoirardes	ˌɐɡoɪɾˈaɾədɨʃ
agoirares	ˌɐɡoɪɾˈaɾɨʃ
agoires	ˌɐɡˈoɪɾɨʃ
agoiravas	ˌɐɡoɪɾˈavɐʃ
agoirarias	ˌɐɡoɪɾɐɾˈiɐʃ
agoiradas	ˌɐɡoɪɾˈadɐʃ
agoiraras	ˌɐɡoɪɾˈaɾɐʃ
agoiras	ˌɐɡˈoɪɾɐʃ
agoirarão	ˌɐɡoɪɾɐɾˈɐ̃ʊ̃
agoirando	ˌɐɡoɪɾˈɐ̃ŋdʊ
agoirado	ˌɐɡoɪɾˈadʊ
agoiro	ˌɐɡˈoɪɾʊ
agoirassem	ˌɐɡoɪɾˈaseɪŋ
agoirarem	ˌɐɡoɪɾˈaɾeɪŋ
agoirem	ˌɐɡˈoɪɾeɪŋ
agoiravam	ˌɐɡoɪɾˈavɐ̃ʊ̃
agoirariam	ˌɐɡoɪɾɐɾˈiɐ̃ʊ̃
agoiraram	ˌɐɡoɪɾˈaɾɐ̃ʊ̃
agoiram	ˌɐɡˈoɪɾɐ̃ʊ̃
agoirarei	ˌɐɡoɪɾɐɾˈeɪ
agoirei	ˌɐɡoɪɾˈeɪ
agoirai	ˌɐɡoɪɾˈaɪ
agoiraste	ˌɐɡoɪɾˈaʃtɨ
agoirasse	ˌɐɡoɪɾˈasɨ
agoire	ˌɐɡˈoɪɾɨ
agoirava	ˌɐɡoɪɾˈavɐ
agoiraria	ˌɐɡoɪɾɐɾˈiɐ
agoirada	ˌɐɡoɪɾˈadɐ
agoirara	ˌɐɡoɪɾˈaɾɐ
agoira	ˌɐɡˈoɪɾɐ
agoireiro	ˌɐɡoɪɾˈeɪɾʊ
agoirento	ˌɐɡoɪɾˈeɪŋtʊ
agoirentas	ˌɐɡoɪɾˈeɪŋtɐʃ
agoirentos	ˌɐɡoɪɾˈeɪŋtʊʃ
agoirenta	ˌɐɡoɪɾˈeɪŋtɐ
agoiro	ˌɐɡˈoɪɾʊ
agoiros	ˌɐɡˈoɪɾʊʃ
agonia	ˌɐɡunˈiɐ
agonias	ˌɐɡunˈiɐʃ
agoniante	ˌɐɡuniˈɐ̃ŋtɨ
agoniantes	ˌɐɡuniˈɐ̃ŋtɨʃ
agoniar	ˌɐɡuniˈaɹ
desagoniará	dˌɨzɐɡˌuniɐɾˈa
desagoniá	dˌɨzɐɡˌuniˈa
desagoniou	dˌɨzɐɡˌuniˈow
desagoniarás	dˌɨzɐɡˌuniɐɾˈaʃ
desagoniámos	dˌɨzɐɡˌuniˈamʊʃ
desagoniássemos	dˌɨzɐɡˌuniˈasɨmʊʃ
desagoniaremos	dˌɨzɐɡˌuniɐɾˈemʊʃ
desagoniemos	dˌɨzɐɡˌuniˈemʊʃ
desagoniaríamos	dˌɨzɐɡˌuniɐɾˈiɐ̃mʊʃ
desagoniávamos	dˌɨzɐɡˌuniˈavɐmʊʃ
desagoniáramos	dˌɨzɐɡˌuniˈaɾɐmʊʃ
desagoniarmos	dˌɨzɐɡˌuniˈaɾəmʊʃ
desagoniamos	dˌɨzɐɡˌuniˈɐ̃mʊʃ
desagoniados	dˌɨzɐɡˌuniˈadʊʃ
desagoniaríeis	dˌɨzɐɡˌuniɐɾˈieɪʃ
desagoniáveis	dˌɨzɐɡˌuniˈaveɪʃ
desagoniásseis	dˌɨzɐɡˌuniˈaseɪʃ
desagoniáreis	dˌɨzɐɡˌuniˈaɾeɪʃ
desagoniareis	dˌɨzɐɡˌuniɐɾˈeɪʃ
desagonieis	dˌɨzɐɡˌuniˈeɪʃ
desagoniais	dˌɨzɐɡˌuniˈaɪʃ
desagoniastes	dˌɨzɐɡˌuniˈaʃtɨʃ
desagoniantes	dˌɨzɐɡˌuniˈɐ̃ŋtɨʃ
desagoniasses	dˌɨzɐɡˌuniˈasɨʃ
desagoniardes	dˌɨzɐɡˌuniˈaɾədɨʃ
desagoniares	dˌɨzɐɡˌuniˈaɾɨʃ
desagonies	dˌɨzɐɡunˈiɨʃ
desagoniavas	dˌɨzɐɡˌuniˈavɐʃ
desagoniarias	dˌɨzɐɡˌuniɐɾˈiɐʃ
desagoniadas	dˌɨzɐɡˌuniˈadɐʃ
desagoniaras	dˌɨzɐɡˌuniˈaɾɐʃ
desagonias	dˌɨzɐɡunˈiɐʃ
desagoniarão	dˌɨzɐɡˌuniɐɾˈɐ̃ʊ̃
desagoniando	dˌɨzɐɡˌuniˈɐ̃ŋdʊ
desagoniado	dˌɨzɐɡˌuniˈadʊ
desagonio	dˌɨzɐɡunˈiʊ
desagoniassem	dˌɨzɐɡˌuniˈaseɪŋ
desagoniarem	dˌɨzɐɡˌuniˈaɾeɪŋ
desagoniem	dˌɨzɐɡunˈieɪŋ
desagoniavam	dˌɨzɐɡˌuniˈavɐ̃ʊ̃
desagoniariam	dˌɨzɐɡˌuniɐɾˈiɐ̃ʊ̃
desagoniaram	dˌɨzɐɡˌuniˈaɾɐ̃ʊ̃
desagoniam	dˌɨzɐɡunˈiɐ̃ʊ̃
desagoniarei	dˌɨzɐɡˌuniɐɾˈeɪ
desagoniei	dˌɨzɐɡˌuniˈeɪ
desagoniai	dˌɨzɐɡˌuniˈaɪ
desagoniaste	dˌɨzɐɡˌuniˈaʃtɨ
desagoniante	dˌɨzɐɡˌuniˈɐ̃ŋtɨ
desagoniasse	dˌɨzɐɡˌuniˈasɨ
desagonie	dˌɨzɐɡunˈiɨ
desagoniava	dˌɨzɐɡˌuniˈavɐ
desagoniaria	dˌɨzɐɡˌuniɐɾˈiɐ
desagoniada	dˌɨzɐɡˌuniˈadɐ
desagoniara	dˌɨzɐɡˌuniˈaɾɐ
desagonia	dˌɨzɐɡunˈiɐ
desagoniar	dˌɨzɐɡˌuniˈaɹ
agoniará	ˌɐɡunˌiɐɾˈa
agoniá	ˌɐɡuniˈa
agoniou	ˌɐɡuniˈow
agoniarás	ˌɐɡunˌiɐɾˈaʃ
agoniámos	ˌɐɡuniˈamʊʃ
agoniássemos	ˌɐɡuniˈasɨmʊʃ
agoniaremos	ˌɐɡunˌiɐɾˈemʊʃ
agoniemos	ˌɐɡuniˈemʊʃ
agoniaríamos	ˌɐɡunˌiɐɾˈiɐ̃mʊʃ
agoniávamos	ˌɐɡuniˈavɐmʊʃ
agoniáramos	ˌɐɡuniˈaɾɐmʊʃ
agoniarmos	ˌɐɡuniˈaɾəmʊʃ
agoniamos	ˌɐɡuniˈɐ̃mʊʃ
agoniados	ˌɐɡuniˈadʊʃ
agoniaríeis	ˌɐɡunˌiɐɾˈieɪʃ
agoniáveis	ˌɐɡuniˈaveɪʃ
agoniásseis	ˌɐɡuniˈaseɪʃ
agoniáreis	ˌɐɡuniˈaɾeɪʃ
agoniareis	ˌɐɡunˌiɐɾˈeɪʃ
agonieis	ˌɐɡuniˈeɪʃ
agoniais	ˌɐɡuniˈaɪʃ
agoniastes	ˌɐɡuniˈaʃtɨʃ
agoniantes	ˌɐɡuniˈɐ̃ŋtɨʃ
agoniasses	ˌɐɡuniˈasɨʃ
agoniardes	ˌɐɡuniˈaɾədɨʃ
agoniares	ˌɐɡuniˈaɾɨʃ
agonies	ˌɐɡunˈiɨʃ
agoniavas	ˌɐɡuniˈavɐʃ
agoniarias	ˌɐɡunˌiɐɾˈiɐʃ
agoniadas	ˌɐɡuniˈadɐʃ
agoniaras	ˌɐɡuniˈaɾɐʃ
agonias	ˌɐɡunˈiɐʃ
agoniarão	ˌɐɡunˌiɐɾˈɐ̃ʊ̃
agoniando	ˌɐɡuniˈɐ̃ŋdʊ
agoniado	ˌɐɡuniˈadʊ
agonio	ˌɐɡunˈiʊ
agoniassem	ˌɐɡuniˈaseɪŋ
agoniarem	ˌɐɡuniˈaɾeɪŋ
agoniem	ˌɐɡunˈieɪŋ
agoniavam	ˌɐɡuniˈavɐ̃ʊ̃
agoniariam	ˌɐɡunˌiɐɾˈiɐ̃ʊ̃
agoniaram	ˌɐɡuniˈaɾɐ̃ʊ̃
agoniam	ˌɐɡunˈiɐ̃ʊ̃
agoniarei	ˌɐɡunˌiɐɾˈeɪ
agoniei	ˌɐɡuniˈeɪ
agoniai	ˌɐɡuniˈaɪ
agoniaste	ˌɐɡuniˈaʃtɨ
agoniante	ˌɐɡuniˈɐ̃ŋtɨ
agoniasse	ˌɐɡuniˈasɨ
agonie	ˌɐɡunˈiɨ
agoniava	ˌɐɡuniˈavɐ
agoniaria	ˌɐɡunˌiɐɾˈiɐ
agoniada	ˌɐɡuniˈadɐ
agoniara	ˌɐɡuniˈaɾɐ
agonia	ˌɐɡunˈiɐ
agonística	ˌɐɡunˈiʃtikɐ
agonísticas	ˌɐɡunˈiʃtikɐʃ
agonizante	ˌɐɡunizˈɐ̃ŋtɨ
agonizantes	ˌɐɡunizˈɐ̃ŋtɨʃ
agonizar	ˌɐɡunizˈaɹ
agonizará	ˌɐɡunˌizɐɾˈa
agonizá	ˌɐɡunizˈa
agonizou	ˌɐɡunizˈow
agonizarás	ˌɐɡunˌizɐɾˈaʃ
agonizámos	ˌɐɡunizˈamʊʃ
agonizássemos	ˌɐɡunizˈasɨmʊʃ
agonizaremos	ˌɐɡunˌizɐɾˈemʊʃ
agonizemos	ˌɐɡunizˈemʊʃ
agonizaríamos	ˌɐɡunˌizɐɾˈiɐ̃mʊʃ
agonizávamos	ˌɐɡunizˈavɐmʊʃ
agonizáramos	ˌɐɡunizˈaɾɐmʊʃ
agonizarmos	ˌɐɡunizˈaɾəmʊʃ
agonizamos	ˌɐɡunizˈɐ̃mʊʃ
agonizados	ˌɐɡunizˈadʊʃ
agonizaríeis	ˌɐɡunˌizɐɾˈieɪʃ
agonizáveis	ˌɐɡunizˈaveɪʃ
agonizásseis	ˌɐɡunizˈaseɪʃ
agonizáreis	ˌɐɡunizˈaɾeɪʃ
agonizareis	ˌɐɡunˌizɐɾˈeɪʃ
agonizeis	ˌɐɡunizˈeɪʃ
agonizais	ˌɐɡunizˈaɪʃ
agonizastes	ˌɐɡunizˈaʃtɨʃ
agonizantes	ˌɐɡunizˈɐ̃ŋtɨʃ
agonizasses	ˌɐɡunizˈasɨʃ
agonizardes	ˌɐɡunizˈaɾədɨʃ
agonizares	ˌɐɡunizˈaɾɨʃ
agonizes	ˌɐɡunˈizɨʃ
agonizavas	ˌɐɡunizˈavɐʃ
agonizarias	ˌɐɡunˌizɐɾˈiɐʃ
agonizadas	ˌɐɡunizˈadɐʃ
agonizaras	ˌɐɡunizˈaɾɐʃ
agonizas	ˌɐɡunˈizɐʃ
agonizarão	ˌɐɡunˌizɐɾˈɐ̃ʊ̃
agonizando	ˌɐɡunizˈɐ̃ŋdʊ
agonizado	ˌɐɡunizˈadʊ
agonizo	ˌɐɡunˈizʊ
agonizassem	ˌɐɡunizˈaseɪŋ
agonizarem	ˌɐɡunizˈaɾeɪŋ
agonizem	ˌɐɡunˈizeɪŋ
agonizavam	ˌɐɡunizˈavɐ̃ʊ̃
agonizariam	ˌɐɡunˌizɐɾˈiɐ̃ʊ̃
agonizaram	ˌɐɡunizˈaɾɐ̃ʊ̃
agonizam	ˌɐɡunˈizɐ̃ʊ̃
agonizarei	ˌɐɡunˌizɐɾˈeɪ
agonizei	ˌɐɡunizˈeɪ
agonizai	ˌɐɡunizˈaɪ
agonizaste	ˌɐɡunizˈaʃtɨ
agonizante	ˌɐɡunizˈɐ̃ŋtɨ
agonizasse	ˌɐɡunizˈasɨ
agonize	ˌɐɡunˈizɨ
agonizava	ˌɐɡunizˈavɐ
agonizaria	ˌɐɡunˌizɐɾˈiɐ
agonizada	ˌɐɡunizˈadɐ
agonizara	ˌɐɡunizˈaɾɐ
agoniza	ˌɐɡunˈizɐ
agora	ˌɐɡˈɔɾɐ
agorafobia	ˌɐɡuɾˌɐfubˈiɐ
agorafóbicos	ˌɐɡuɾɐfˈɔbikʊʃ
agorafóbicas	ˌɐɡuɾɐfˈɔbikɐʃ
agorafóbico	ˌɐɡuɾɐfˈɔbikʊ
agorafóbica	ˌɐɡuɾɐfˈɔbikɐ
agorinha	ˌɐɡuɾˈiɲɐ
agosteiro	ˌɐɡuʃtˈeɪɾʊ
Agostinho	ˌɐɡuʃtˈiɲʊ
Agostinhos	ˌɐɡuʃtˈiɲʊʃ
agostiniano	ˌɐɡuʃtˌiniˈɐ̃nʊ
agostinianas	ˌɐɡuʃtˌiniˈɐ̃nɐʃ
agostinianos	ˌɐɡuʃtˌiniˈɐ̃nʊʃ
agostiniana	ˌɐɡuʃtˌiniˈɐ̃nɐ
agosto	ˌɐɡˈoʃtʊ
agourar	ˌɐɡuwɾˈaɹ
agourará	ˌɐɡuwɾɐɾˈa
agourá	ˌɐɡuwɾˈa
agourou	ˌɐɡuwɾˈow
agourarás	ˌɐɡuwɾɐɾˈaʃ
agourámos	ˌɐɡuwɾˈamʊʃ
agourássemos	ˌɐɡuwɾˈasɨmʊʃ
agouraremos	ˌɐɡuwɾɐɾˈemʊʃ
agouremos	ˌɐɡuwɾˈemʊʃ
agouraríamos	ˌɐɡuwɾɐɾˈiɐ̃mʊʃ
agourávamos	ˌɐɡuwɾˈavɐmʊʃ
agouráramos	ˌɐɡuwɾˈaɾɐmʊʃ
agourarmos	ˌɐɡuwɾˈaɾəmʊʃ
agouramos	ˌɐɡuwɾˈɐ̃mʊʃ
agourados	ˌɐɡuwɾˈadʊʃ
agouraríeis	ˌɐɡuwɾɐɾˈieɪʃ
agouráveis	ˌɐɡuwɾˈaveɪʃ
agourásseis	ˌɐɡuwɾˈaseɪʃ
agouráreis	ˌɐɡuwɾˈaɾeɪʃ
agourareis	ˌɐɡuwɾɐɾˈeɪʃ
agoureis	ˌɐɡuwɾˈeɪʃ
agourais	ˌɐɡuwɾˈaɪʃ
agourastes	ˌɐɡuwɾˈaʃtɨʃ
agourasses	ˌɐɡuwɾˈasɨʃ
agourardes	ˌɐɡuwɾˈaɾədɨʃ
agourares	ˌɐɡuwɾˈaɾɨʃ
agoures	ˌɐɡˈowɾɨʃ
agouravas	ˌɐɡuwɾˈavɐʃ
agourarias	ˌɐɡuwɾɐɾˈiɐʃ
agouradas	ˌɐɡuwɾˈadɐʃ
agouraras	ˌɐɡuwɾˈaɾɐʃ
agouras	ˌɐɡˈowɾɐʃ
agourarão	ˌɐɡuwɾɐɾˈɐ̃ʊ̃
agourando	ˌɐɡuwɾˈɐ̃ŋdʊ
agourado	ˌɐɡuwɾˈadʊ
agouro	ˌɐɡˈowɾʊ
agourassem	ˌɐɡuwɾˈaseɪŋ
agourarem	ˌɐɡuwɾˈaɾeɪŋ
agourem	ˌɐɡˈowɾeɪŋ
agouravam	ˌɐɡuwɾˈavɐ̃ʊ̃
agourariam	ˌɐɡuwɾɐɾˈiɐ̃ʊ̃
agouraram	ˌɐɡuwɾˈaɾɐ̃ʊ̃
agouram	ˌɐɡˈowɾɐ̃ʊ̃
agourarei	ˌɐɡuwɾɐɾˈeɪ
agourei	ˌɐɡuwɾˈeɪ
agourai	ˌɐɡuwɾˈaɪ
agouraste	ˌɐɡuwɾˈaʃtɨ
agourasse	ˌɐɡuwɾˈasɨ
agoure	ˌɐɡˈowɾɨ
agourava	ˌɐɡuwɾˈavɐ
agouraria	ˌɐɡuwɾɐɾˈiɐ
agourada	ˌɐɡuwɾˈadɐ
agourara	ˌɐɡuwɾˈaɾɐ
agoura	ˌɐɡˈowɾɐ
agoureiro	ˌɐɡuwɾˈeɪɾʊ
agourentar	ˌɐɡuwɾeɪŋtˈaɹ
agourentará	ˌɐɡuwɾˌeɪŋtɐɾˈa
agourentá	ˌɐɡuwɾeɪŋtˈa
agourentou	ˌɐɡuwɾeɪŋtˈow
agourentarás	ˌɐɡuwɾˌeɪŋtɐɾˈaʃ
agourentámos	ˌɐɡuwɾeɪŋtˈamʊʃ
agourentássemos	ˌɐɡuwɾeɪŋtˈasɨmʊʃ
agourentaremos	ˌɐɡuwɾˌeɪŋtɐɾˈemʊʃ
agourentemos	ˌɐɡuwɾeɪŋtˈemʊʃ
agourentaríamos	ˌɐɡuwɾˌeɪŋtɐɾˈiɐ̃mʊʃ
agourentávamos	ˌɐɡuwɾeɪŋtˈavɐmʊʃ
agourentáramos	ˌɐɡuwɾeɪŋtˈaɾɐmʊʃ
agourentarmos	ˌɐɡuwɾeɪŋtˈaɾəmʊʃ
agourentamos	ˌɐɡuwɾeɪŋtˈɐ̃mʊʃ
agourentados	ˌɐɡuwɾeɪŋtˈadʊʃ
agourentaríeis	ˌɐɡuwɾˌeɪŋtɐɾˈieɪʃ
agourentáveis	ˌɐɡuwɾeɪŋtˈaveɪʃ
agourentásseis	ˌɐɡuwɾeɪŋtˈaseɪʃ
agourentáreis	ˌɐɡuwɾeɪŋtˈaɾeɪʃ
agourentareis	ˌɐɡuwɾˌeɪŋtɐɾˈeɪʃ
agourenteis	ˌɐɡuwɾeɪŋtˈeɪʃ
agourentais	ˌɐɡuwɾeɪŋtˈaɪʃ
agourentastes	ˌɐɡuwɾeɪŋtˈaʃtɨʃ
agourentasses	ˌɐɡuwɾeɪŋtˈasɨʃ
agourentardes	ˌɐɡuwɾeɪŋtˈaɾədɨʃ
agourentares	ˌɐɡuwɾeɪŋtˈaɾɨʃ
agourentes	ˌɐɡuwɾˈeɪŋtɨʃ
agourentavas	ˌɐɡuwɾeɪŋtˈavɐʃ
agourentarias	ˌɐɡuwɾˌeɪŋtɐɾˈiɐʃ
agourentadas	ˌɐɡuwɾeɪŋtˈadɐʃ
agourentaras	ˌɐɡuwɾeɪŋtˈaɾɐʃ
agourentas	ˌɐɡuwɾˈeɪŋtɐʃ
agourentarão	ˌɐɡuwɾˌeɪŋtɐɾˈɐ̃ʊ̃
agourentando	ˌɐɡuwɾeɪŋtˈɐ̃ŋdʊ
agourentado	ˌɐɡuwɾeɪŋtˈadʊ
agourento	ˌɐɡuwɾˈeɪŋtʊ
agourentassem	ˌɐɡuwɾeɪŋtˈaseɪŋ
agourentarem	ˌɐɡuwɾeɪŋtˈaɾeɪŋ
agourentem	ˌɐɡuwɾˈeɪŋteɪŋ
agourentavam	ˌɐɡuwɾeɪŋtˈavɐ̃ʊ̃
agourentariam	ˌɐɡuwɾˌeɪŋtɐɾˈiɐ̃ʊ̃
agourentaram	ˌɐɡuwɾeɪŋtˈaɾɐ̃ʊ̃
agourentam	ˌɐɡuwɾˈeɪŋtɐ̃ʊ̃
agourentarei	ˌɐɡuwɾˌeɪŋtɐɾˈeɪ
agourentei	ˌɐɡuwɾeɪŋtˈeɪ
agourentai	ˌɐɡuwɾeɪŋtˈaɪ
agourentaste	ˌɐɡuwɾeɪŋtˈaʃtɨ
agourentasse	ˌɐɡuwɾeɪŋtˈasɨ
agourente	ˌɐɡuwɾˈeɪŋtɨ
agourentava	ˌɐɡuwɾeɪŋtˈavɐ
agourentaria	ˌɐɡuwɾˌeɪŋtɐɾˈiɐ
agourentada	ˌɐɡuwɾeɪŋtˈadɐ
agourentara	ˌɐɡuwɾeɪŋtˈaɾɐ
agourenta	ˌɐɡuwɾˈeɪŋtɐ
agourento	ˌɐɡuwɾˈeɪŋtʊ
agourentos	ˌɐɡuwɾˈeɪŋtʊʃ
agouro	ˌɐɡˈowɾʊ
agouros	ˌɐɡˈowɾʊʃ
Agra	ˈaɡɹɐ
agraciar	ˌɐɡɹɐsiˈaɹ
agraciará	ˌɐɡɹɐsˌiɐɾˈa
agraciá	ˌɐɡɹɐsiˈa
agraciou	ˌɐɡɹɐsiˈow
agraciarás	ˌɐɡɹɐsˌiɐɾˈaʃ
agraciamentos	ˌɐɡɹɐsˌiɐmˈeɪŋtʊʃ
agraciámos	ˌɐɡɹɐsiˈamʊʃ
agraciássemos	ˌɐɡɹɐsiˈasɨmʊʃ
agraciaremos	ˌɐɡɹɐsˌiɐɾˈemʊʃ
agraciemos	ˌɐɡɹɐsiˈemʊʃ
agraciaríamos	ˌɐɡɹɐsˌiɐɾˈiɐ̃mʊʃ
agraciávamos	ˌɐɡɹɐsiˈavɐmʊʃ
agraciáramos	ˌɐɡɹɐsiˈaɾɐmʊʃ
agraciarmos	ˌɐɡɹɐsiˈaɾəmʊʃ
agraciamos	ˌɐɡɹɐsiˈɐ̃mʊʃ
agraciados	ˌɐɡɹɐsiˈadʊʃ
agraciaríeis	ˌɐɡɹɐsˌiɐɾˈieɪʃ
agraciáveis	ˌɐɡɹɐsiˈaveɪʃ
agraciásseis	ˌɐɡɹɐsiˈaseɪʃ
agraciáreis	ˌɐɡɹɐsiˈaɾeɪʃ
agraciareis	ˌɐɡɹɐsˌiɐɾˈeɪʃ
agracieis	ˌɐɡɹɐsiˈeɪʃ
agraciais	ˌɐɡɹɐsiˈaɪʃ
agraciastes	ˌɐɡɹɐsiˈaʃtɨʃ
agraciasses	ˌɐɡɹɐsiˈasɨʃ
agraciardes	ˌɐɡɹɐsiˈaɾədɨʃ
agraciares	ˌɐɡɹɐsiˈaɾɨʃ
agracies	ˌɐɡɹɐsˈiɨʃ
agraciavas	ˌɐɡɹɐsiˈavɐʃ
agraciarias	ˌɐɡɹɐsˌiɐɾˈiɐʃ
agraciadas	ˌɐɡɹɐsiˈadɐʃ
agraciaras	ˌɐɡɹɐsiˈaɾɐʃ
agracias	ˌɐɡɹɐsˈiɐʃ
agraciarão	ˌɐɡɹɐsˌiɐɾˈɐ̃ʊ̃
agraciamento	ˌɐɡɹɐsˌiɐmˈeɪŋtʊ
agraciando	ˌɐɡɹɐsiˈɐ̃ŋdʊ
agraciado	ˌɐɡɹɐsiˈadʊ
agracio	ˌɐɡɹɐsˈiʊ
agraciassem	ˌɐɡɹɐsiˈaseɪŋ
agraciarem	ˌɐɡɹɐsiˈaɾeɪŋ
agraciem	ˌɐɡɹɐsˈieɪŋ
agraciavam	ˌɐɡɹɐsiˈavɐ̃ʊ̃
agraciariam	ˌɐɡɹɐsˌiɐɾˈiɐ̃ʊ̃
agraciaram	ˌɐɡɹɐsiˈaɾɐ̃ʊ̃
agraciam	ˌɐɡɹɐsˈiɐ̃ʊ̃
agraciável	ˌɐɡɹɐsiˈavˌɛl
agraciarei	ˌɐɡɹɐsˌiɐɾˈeɪ
agraciei	ˌɐɡɹɐsiˈeɪ
agraciai	ˌɐɡɹɐsiˈaɪ
agraciaste	ˌɐɡɹɐsiˈaʃtɨ
agraciasse	ˌɐɡɹɐsiˈasɨ
agracie	ˌɐɡɹɐsˈiɨ
agraciava	ˌɐɡɹɐsiˈavɐ
agraciaria	ˌɐɡɹɐsˌiɐɾˈiɐ
agraciada	ˌɐɡɹɐsiˈadɐ
agraciara	ˌɐɡɹɐsiˈaɾɐ
agracia	ˌɐɡɹɐsˈiɐ
Agraço	ˌɐɡɹˈasʊ
agradar	ˌɐɡɹɐdˈaɹ
desagradará	dˌɨzɐɡɹˌɐdɐɾˈa
desagradá	dˌɨzɐɡɹɐdˈa
desagradou	dˌɨzɐɡɹɐdˈow
desagradarás	dˌɨzɐɡɹˌɐdɐɾˈaʃ
desagradámos	dˌɨzɐɡɹɐdˈamʊʃ
desagradássemos	dˌɨzɐɡɹɐdˈasɨmʊʃ
desagradaremos	dˌɨzɐɡɹˌɐdɐɾˈemʊʃ
desagrademos	dˌɨzɐɡɹɐdˈemʊʃ
desagradaríamos	dˌɨzɐɡɹˌɐdɐɾˈiɐ̃mʊʃ
desagradávamos	dˌɨzɐɡɹɐdˈavɐmʊʃ
desagradáramos	dˌɨzɐɡɹɐdˈaɾɐmʊʃ
desagradarmos	dˌɨzɐɡɹɐdˈaɾəmʊʃ
desagradamos	dˌɨzɐɡɹɐdˈɐ̃mʊʃ
desagradados	dˌɨzɐɡɹɐdˈadʊʃ
desagradaríeis	dˌɨzɐɡɹˌɐdɐɾˈieɪʃ
desagradáveis	dˌɨzɐɡɹɐdˈaveɪʃ
desagradásseis	dˌɨzɐɡɹɐdˈaseɪʃ
desagradáreis	dˌɨzɐɡɹɐdˈaɾeɪʃ
desagradareis	dˌɨzɐɡɹˌɐdɐɾˈeɪʃ
desagradeis	dˌɨzɐɡɹɐdˈeɪʃ
desagradais	dˌɨzɐɡɹɐdˈaɪʃ
desagradastes	dˌɨzɐɡɹɐdˈaʃtɨʃ
desagradasses	dˌɨzɐɡɹɐdˈasɨʃ
desagradardes	dˌɨzɐɡɹɐdˈaɾədɨʃ
desagradares	dˌɨzɐɡɹɐdˈaɾɨʃ
desagrades	dˌɨzɐɡɹˈadɨʃ
desagradavas	dˌɨzɐɡɹɐdˈavɐʃ
desagradarias	dˌɨzɐɡɹˌɐdɐɾˈiɐʃ
desagradadas	dˌɨzɐɡɹɐdˈadɐʃ
desagradaras	dˌɨzɐɡɹɐdˈaɾɐʃ
desagradas	dˌɨzɐɡɹˈadɐʃ
desagradarão	dˌɨzɐɡɹˌɐdɐɾˈɐ̃ʊ̃
desagradando	dˌɨzɐɡɹɐdˈɐ̃ŋdʊ
desagradado	dˌɨzɐɡɹɐdˈadʊ
desagrado	dˌɨzɐɡɹˈadʊ
desagradassem	dˌɨzɐɡɹɐdˈaseɪŋ
desagradarem	dˌɨzɐɡɹɐdˈaɾeɪŋ
desagradem	dˌɨzɐɡɹˈadeɪŋ
desagradavam	dˌɨzɐɡɹɐdˈavɐ̃ʊ̃
desagradariam	dˌɨzɐɡɹˌɐdɐɾˈiɐ̃ʊ̃
desagradaram	dˌɨzɐɡɹɐdˈaɾɐ̃ʊ̃
desagradam	dˌɨzɐɡɹˈadɐ̃ʊ̃
desagradável	dˌɨzɐɡɹɐdˈavˌɛl
desagradarei	dˌɨzɐɡɹˌɐdɐɾˈeɪ
desagradei	dˌɨzɐɡɹɐdˈeɪ
desagradai	dˌɨzɐɡɹɐdˈaɪ
desagradaste	dˌɨzɐɡɹɐdˈaʃtɨ
desagradasse	dˌɨzɐɡɹɐdˈasɨ
desagrade	dˌɨzɐɡɹˈadɨ
desagradava	dˌɨzɐɡɹɐdˈavɐ
desagradaria	dˌɨzɐɡɹˌɐdɐɾˈiɐ
desagradada	dˌɨzɐɡɹɐdˈadɐ
desagradara	dˌɨzɐɡɹɐdˈaɾɐ
desagrada	dˌɨzɐɡɹˈadɐ
desagradar	dˌɨzɐɡɹɐdˈaɹ
agradará	ˌɐɡɹɐdɐɾˈa
agradá	ˌɐɡɹɐdˈa
agradou	ˌɐɡɹɐdˈow
agradarás	ˌɐɡɹɐdɐɾˈaʃ
agradámos	ˌɐɡɹɐdˈamʊʃ
agradássemos	ˌɐɡɹɐdˈasɨmʊʃ
agradaremos	ˌɐɡɹɐdɐɾˈemʊʃ
agrademos	ˌɐɡɹɐdˈemʊʃ
agradaríamos	ˌɐɡɹɐdɐɾˈiɐ̃mʊʃ
agradávamos	ˌɐɡɹɐdˈavɐmʊʃ
agradáramos	ˌɐɡɹɐdˈaɾɐmʊʃ
agradarmos	ˌɐɡɹɐdˈaɾəmʊʃ
agradamos	ˌɐɡɹɐdˈɐ̃mʊʃ
agradados	ˌɐɡɹɐdˈadʊʃ
agradaríeis	ˌɐɡɹɐdɐɾˈieɪʃ
agradáveis	ˌɐɡɹɐdˈaveɪʃ
agradásseis	ˌɐɡɹɐdˈaseɪʃ
agradáreis	ˌɐɡɹɐdˈaɾeɪʃ
agradareis	ˌɐɡɹɐdɐɾˈeɪʃ
agradeis	ˌɐɡɹɐdˈeɪʃ
agradais	ˌɐɡɹɐdˈaɪʃ
agradastes	ˌɐɡɹɐdˈaʃtɨʃ
agradasses	ˌɐɡɹɐdˈasɨʃ
agradardes	ˌɐɡɹɐdˈaɾədɨʃ
agradares	ˌɐɡɹɐdˈaɾɨʃ
agrades	ˌɐɡɹˈadɨʃ
agradavas	ˌɐɡɹɐdˈavɐʃ
agradarias	ˌɐɡɹɐdɐɾˈiɐʃ
