aberrantemente	ˌabexˌɐ̃ŋtemˈeɪŋtʃɪ	ˌabexɐ̃ŋtʃɪmˈeɪŋtʃɪ
laudativamente	lˌaʊdatʃˌivɐmˈeɪŋtʃɪ	lˌaʊdatʃivɐmˈeɪŋtʃɪ
lealmente	lˌeaʊmˈeɪŋtʃɪ	lˌeaʊmˈeɪŋtʃɪ
legalmente	lˌeɡaʊmˈeɪŋtʃɪ	lˌeɡaʊmˈeɪŋtʃɪ
legitimamente	lˌeʒitʃˌimɐmˈeɪŋtʃɪ	lˌeʒitʃimɐmˈeɪŋtʃɪ
legivelmente	lˌeʒivɛʊmˈeɪŋtʃɪ	lˌeʒivɛʊmˈeɪŋtʃɪ
lentamente	lˌeɪŋtɐmˈeɪŋtʃɪ	leɪŋtɐmˈeɪŋtʃɪ
levemente	lˌevemˈeɪŋtʃɪ	lɛvɪmˈeɪŋtʃɪ
levianamente	lˌeviˌɐnɐmˈeɪŋtʃɪ	lˌeviɐ̃nɐmˈeɪŋtʃɪ
lexicalmente	lˌeksikaʊmˈeɪŋtʃɪ	lˌeksikaʊmˈeɪŋtʃɪ
liberalmente	lˌibeɾaʊmˈeɪŋtʃɪ	lˌibeɾaʊmˈeɪŋtʃɪ
libertinamente	lˌibeɾtʃˌinɐmˈeɪŋtʃɪ	lˌibeɾtʃinɐmˈeɪŋtʃɪ
libidinosamente	lˌibidʒˌinozɐmˈeɪŋtʃɪ	lˌibidʒˌinɔzɐmˈeɪŋtʃɪ
licenciosamente	lˌiseɪŋsˌiozɐmˈeɪŋtʃɪ	lˌiseɪŋsˌiɔzɐmˈeɪŋtʃɪ
licitamente	lˌisitɐmˈeɪŋtʃɪ	lˌisitɐmˈeɪŋtʃɪ
ligeiramente	lˌiʒeɪɾɐmˈeɪŋtʃɪ	lˌiʒeɪɾɐmˈeɪŋtʃɪ
liminarmente	lˌiminaɾmˈeɪŋtʃɪ	lˌiminaɾmˈeɪŋtʃɪ
limitadamente	lˌimitˌadɐmˈeɪŋtʃɪ	lˌimitadɐmˈeɪŋtʃɪ
limpidamente	lˌimpidɐmˈeɪŋtʃɪ	lˌimpidɐmˈeɪŋtʃɪ
lindamente	lˌiŋdɐmˈeɪŋtʃɪ	liŋdɐmˈeɪŋtʃɪ
linearmente	lˌineaɾmˈeɪŋtʃɪ	lˌineaɾmˈeɪŋtʃɪ
literalmente	lˌiteɾaʊmˈeɪŋtʃɪ	lˌiteɾaʊmˈeɪŋtʃɪ
literariamente	lˌiteɾˌaɾiɐmˈeɪŋtʃɪ	lˌiteɾˌaɾiɐmˈeɪŋtʃɪ
livremente	lˌivɾemˈeɪŋtʃɪ	livɾɪmˈeɪŋtʃɪ
localmente	lˌokaʊmˈeɪŋtʃɪ	lˌokaʊmˈeɪŋtʃɪ
logicamente	lˌoʒikɐmˈeɪŋtʃɪ	lˌoʒikɐmˈeɪŋtʃɪ
logisticamente	lˌoʒistʃˌikɐmˈeɪŋtʃɪ	lˌoʒistʃikɐmˈeɪŋtʃɪ
longamente	lˌoŋɡɐmˈeɪŋtʃɪ	loŋɡɐmˈeɪŋtʃɪ
longitudinalmente	lˌoŋʒitˌudʒinaʊmˈeɪŋtʃɪ	lˌoŋʒitˌudʒinaʊmˈeɪŋtʃɪ
loucamente	lˌoʊkɐmˈeɪŋtʃɪ	loʊkɐmˈeɪŋtʃɪ
louramente	lˌoʊɾɐmˈeɪŋtʃɪ	loʊɾɐmˈeɪŋtʃɪ
louvavelmente	lˌoʊvavɛʊmˈeɪŋtʃɪ	lˌoʊvavɛʊmˈeɪŋtʃɪ
lubricamente	lˌubɾikɐmˈeɪŋtʃɪ	lˌubɾikɐmˈeɪŋtʃɪ
lucrativamente	lˌukɾatʃˌivɐmˈeɪŋtʃɪ	lˌukɾatʃivɐmˈeɪŋtʃɪ
lunaticamente	lˌunatʃˌikɐmˈeɪŋtʃɪ	lˌunatʃikɐmˈeɪŋtʃɪ
luxuosamente	lˌuʃwozɐmˈeɪŋtʃɪ	lˌuʃwɔzɐmˈeɪŋtʃɪ
luzidamente	lˌuzidɐmˈeɪŋtʃɪ	lˌuzidɐmˈeɪŋtʃɪ
macabramente	mˌakabɾɐmˈeɪŋtʃɪ	mˌakabɾɐmˈeɪŋtʃɪ
maciçamente	mˌasisɐmˈeɪŋtʃɪ	mˌasisɐmˈeɪŋtʃɪ
maduramente	mˌaduɾɐmˈeɪŋtʃɪ	mˌaduɾɐmˈeɪŋtʃɪ
magicamente	mˌaʒikɐmˈeɪŋtʃɪ	mˌaʒikɐmˈeɪŋtʃɪ
magistralmente	mˌaʒistɾaʊmˈeɪŋtʃɪ	mˌaʒistɾaʊmˈeɪŋtʃɪ
magnanimamente	mˌaɡnɐnˌimɐmˈeɪŋtʃɪ	mˌaɡnɐnimɐmˈeɪŋtʃɪ
magneticamente	mˌaɡnetʃˌikɐmˈeɪŋtʃɪ	mˌaɡnetʃikɐmˈeɪŋtʃɪ
magnificamente	mˌaɡnifˌikɐmˈeɪŋtʃɪ	mˌaɡnifikɐmˈeɪŋtʃɪ
maioritariamente	mˌaɪoɾˌitaɾˌiɐmˈeɪŋtʃɪ	mˌaɪoɾˌitaɾiɐmˈeɪŋtʃɪ
majestaticamente	mˌaʒestˌatʃikɐmˈeɪŋtʃɪ	mˌaʒestˌatʃikɐmˈeɪŋtʃɪ
majestosamente	mˌaʒestˌozɐmˈeɪŋtʃɪ	mˌaʒestɔzɐmˈeɪŋtʃɪ
maldosamente	mˌaʊdozɐmˈeɪŋtʃɪ	mˌaʊdɔzɐmˈeɪŋtʃɪ
malevolamente	mˌalevˌolɐmˈeɪŋtʃɪ	mˌalevɔlɐmˈeɪŋtʃɪ
maliciosamente	mˌalisˌiozɐmˈeɪŋtʃɪ	mˌalisˌiɔzɐmˈeɪŋtʃɪ
malignamente	mˌaliɡnɐmˈeɪŋtʃɪ	mˌaliɡnɐmˈeɪŋtʃɪ
malissimamente	mˌalisˌimɐmˈeɪŋtʃɪ	mˌalisimɐmˈeɪŋtʃɪ
malvadamente	mˌaʊvadɐmˈeɪŋtʃɪ	mˌaʊvadɐmˈeɪŋtʃɪ
manhosamente	mˌɐ̃ɲozɐmˈeɪŋtʃɪ	mˌɐ̃ɲɔzɐmˈeɪŋtʃɪ
manifestamente	mˌɐnifˌestɐmˈeɪŋtʃɪ	mˌɐnifɛstɐmˈeɪŋtʃɪ
mansamente	mˌɐ̃ŋsɐmˈeɪŋtʃɪ	mɐ̃ŋsɐmˈeɪŋtʃɪ
manualmente	mˌɐnuaʊmˈeɪŋtʃɪ	mˌɐnuaʊmˈeɪŋtʃɪ
maquinalmente	mˌakinaʊmˈeɪŋtʃɪ	mˌakinaʊmˈeɪŋtʃɪ
maravilhosamente	mˌaɾavˌiʎozɐmˈeɪŋtʃɪ	mˌaɾavˌiʎɔzɐmˈeɪŋtʃɪ
marcadamente	mˌaɾkadɐmˈeɪŋtʃɪ	mˌaɾkadɐmˈeɪŋtʃɪ
marginalmente	mˌaɾʒinaʊmˈeɪŋtʃɪ	mˌaɾʒinaʊmˈeɪŋtʃɪ
maritalmente	mˌaɾitaʊmˈeɪŋtʃɪ	mˌaɾitaʊmˈeɪŋtʃɪ
massivamente	mˌasivɐmˈeɪŋtʃɪ	mˌasivɐmˈeɪŋtʃɪ
matematicamente	mˌatemˌatʃikɐmˈeɪŋtʃɪ	mˌatemˌatʃikɐmˈeɪŋtʃɪ
materialmente	mˌateɾˌiaʊmˈeɪŋtʃɪ	mˌateɾˌiaʊmˈeɪŋtʃɪ
maternalmente	mˌateɾnaʊmˈeɪŋtʃɪ	mˌateɾnaʊmˈeɪŋtʃɪ
matrimonialmente	mˌatɾimˌoniaʊmˈeɪŋtʃɪ	mˌatɾimˌoniaʊmˈeɪŋtʃɪ
maximamente	mˌaksimɐmˈeɪŋtʃɪ	mˌaksimɐmˈeɪŋtʃɪ
mecanicamente	mˌekɐnˌikɐmˈeɪŋtʃɪ	mˌekɐnikɐmˈeɪŋtʃɪ
mediamente	mˌedʒiɐmˈeɪŋtʃɪ	mˌedʒiɐmˈeɪŋtʃɪ
medianamente	mˌedʒiˌɐnɐmˈeɪŋtʃɪ	mˌedʒiɐ̃nɐmˈeɪŋtʃɪ
mediatamente	mˌedʒiˌatɐmˈeɪŋtʃɪ	mˌedʒiatɐmˈeɪŋtʃɪ
mediaticamente	mˌedʒiˌatʃikɐmˈeɪŋtʃɪ	mˌedʒiˌatʃikɐmˈeɪŋtʃɪ
medicamente	mˌedʒikɐmˈeɪŋtʃɪ	mˌedʒikɐmˈeɪŋtʃɪ
mediocremente	mˌedʒiˌokɾemˈeɪŋtʃɪ	mˌedʒiokɾɪmˈeɪŋtʃɪ
meditadamente	mˌedʒitˌadɐmˈeɪŋtʃɪ	mˌedʒitadɐmˈeɪŋtʃɪ
medonhamente	mˌedoɲɐmˈeɪŋtʃɪ	mˌedoɲɐmˈeɪŋtʃɪ
medrosamente	mˌedɾozɐmˈeɪŋtʃɪ	mˌedɾɔzɐmˈeɪŋtʃɪ
melancolicamente	mˌelɐ̃ŋkˌolikɐmˈeɪŋtʃɪ	mˌelɐ̃ŋkˌolikɐmˈeɪŋtʃɪ
melhormente	mˌeʎoɾmˈeɪŋtʃɪ	mˌeʎoɾmˈeɪŋtʃɪ
melodramaticamente	mˌelodɾˌɐmatʃˌikɐmˈeɪŋtʃɪ	mˌelodɾˌɐmatʃikɐmˈeɪŋtʃɪ
mensalmente	mˌeɪŋsaʊmˈeɪŋtʃɪ	mˌeɪŋsaʊmˈeɪŋtʃɪ
mentalmente	mˌeɪŋtaʊmˈeɪŋtʃɪ	mˌeɪŋtaʊmˈeɪŋtʃɪ
mente	mˈeɪŋtʃɪ	mˈeɪŋtʃɪ
meramente	mˌeɾɐmˈeɪŋtʃɪ	mɛɾɐmˈeɪŋtʃɪ
merecidamente	mˌeɾesˌidɐmˈeɪŋtʃɪ	mˌeɾesidɐmˈeɪŋtʃɪ
mesmamente	mˌezmɐmˈeɪŋtʃɪ	mezmɐmˈeɪŋtʃɪ
mesquinhamente	mˌeskiɲɐmˈeɪŋtʃɪ	mˌeskiɲɐmˈeɪŋtʃɪ
mesuradamente	mˌezuɾˌadɐmˈeɪŋtʃɪ	mˌezuɾadɐmˈeɪŋtʃɪ
metaforicamente	mˌetafˌoɾikɐmˈeɪŋtʃɪ	mˌetafˌoɾikɐmˈeɪŋtʃɪ
meticulosamente	mˌetʃikˌulozɐmˈeɪŋtʃɪ	mˌetʃikˌulɔzɐmˈeɪŋtʃɪ
metodicamente	mˌetodʒˌikɐmˈeɪŋtʃɪ	mˌetodʒikɐmˈeɪŋtʃɪ
metodologicamente	mˌetodˌoloʒˌikɐmˈeɪŋtʃɪ	mˌetodˌoloʒikɐmˈeɪŋtʃɪ
metricamente	mˌetɾikɐmˈeɪŋtʃɪ	mˌetɾikɐmˈeɪŋtʃɪ
microscopicamente	mˌikɾoskˌopikɐmˈeɪŋtʃɪ	mˌikɾoskˌopikɐmˈeɪŋtʃɪ
milagrosamente	mˌilaɡɾˌozɐmˈeɪŋtʃɪ	mˌilaɡɾɔzɐmˈeɪŋtʃɪ
militantemente	mˌilitˌɐ̃ŋtemˈeɪŋtʃɪ	mˌilitɐ̃ŋtʃɪmˈeɪŋtʃɪ
militarmente	mˌilitaɾmˈeɪŋtʃɪ	mˌilitaɾmˈeɪŋtʃɪ
mimicamente	mˌimikɐmˈeɪŋtʃɪ	mˌimikɐmˈeɪŋtʃɪ
mineralogicamente	mˌineɾˌaloʒˌikɐmˈeɪŋtʃɪ	mˌineɾˌaloʒikɐmˈeɪŋtʃɪ
minimamente	mˌinimɐmˈeɪŋtʃɪ	mˌinimɐmˈeɪŋtʃɪ
minuciosamente	mˌinusˌiozɐmˈeɪŋtʃɪ	mˌinusˌiɔzɐmˈeɪŋtʃɪ
minusculamente	mˌinuskˌulɐmˈeɪŋtʃɪ	mˌinuskulɐmˈeɪŋtʃɪ
miraculosamente	mˌiɾakˌulozɐmˈeɪŋtʃɪ	mˌiɾakˌulɔzɐmˈeɪŋtʃɪ
miseramente	mˌizeɾɐmˈeɪŋtʃɪ	mˌizɛɾɐmˈeɪŋtʃɪ
miseravelmente	mˌizeɾˌavɛʊmˈeɪŋtʃɪ	mˌizeɾˌavɛʊmˈeɪŋtʃɪ
misericordiosamente	mˌizeɾˌikoɾdʒˌiozɐmˈeɪŋtʃɪ	mˌizeɾˌikoɾdʒˌiɔzɐmˈeɪŋtʃɪ
misteriosamente	mˌisteɾˌiozɐmˈeɪŋtʃɪ	mˌisteɾˌiɔzɐmˈeɪŋtʃɪ
miudamente	mjˌudɐmˈeɪŋtʃɪ	mjudɐmˈeɪŋtʃɪ
moderadamente	mˌodeɾˌadɐmˈeɪŋtʃɪ	mˌodeɾadɐmˈeɪŋtʃɪ
modernamente	mˌodeɾnɐmˈeɪŋtʃɪ	mˌodɛɾnɐmˈeɪŋtʃɪ
modestamente	mˌodestɐmˈeɪŋtʃɪ	mˌodɛstɐmˈeɪŋtʃɪ
moduladamente	mˌodulˌadɐmˈeɪŋtʃɪ	mˌoduladɐmˈeɪŋtʃɪ
momentaneamente	mˌomeɪŋtˌɐneɐmˈeɪŋtʃɪ	mˌomeɪŋtˌɐneɐmˈeɪŋtʃɪ
monetariamente	mˌonetˌaɾiɐmˈeɪŋtʃɪ	mˌonetˌaɾiɐmˈeɪŋtʃɪ
monocromaticamente	mˌonokɾˌomatʃˌikɐmˈeɪŋtʃɪ	mˌonokɾˌomatʃikɐmˈeɪŋtʃɪ
monotonamente	mˌonotˌonɐmˈeɪŋtʃɪ	mˌonotonɐmˈeɪŋtʃɪ
moralmente	mˌoɾaʊmˈeɪŋtʃɪ	mˌoɾaʊmˈeɪŋtʃɪ
morfologicamente	mˌoɾfolˌoʒikɐmˈeɪŋtʃɪ	mˌoɾfolˌoʒikɐmˈeɪŋtʃɪ
mormente	mˌoɾmˈeɪŋtʃɪ	mˌoɾmˈeɪŋtʃɪ
morosamente	mˌoɾozɐmˈeɪŋtʃɪ	mˌoɾɔzɐmˈeɪŋtʃɪ
mortalmente	mˌoɾtaʊmˈeɪŋtʃɪ	mˌoɾtaʊmˈeɪŋtʃɪ
movimente	mˌovimˈeɪŋtʃɪ	mˌovimˈeɪŋtʃɪ
mudamente	mˌudɐmˈeɪŋtʃɪ	mudɐmˈeɪŋtʃɪ
multilateralmente	mˌuwtʃilˌateɾaʊmˈeɪŋtʃɪ	mˌuwtʃilˌateɾaʊmˈeɪŋtʃɪ
multiplamente	mˌuwtʃiplɐmˈeɪŋtʃɪ	mˌuwtʃiplɐmˈeɪŋtʃɪ
mundialmente	mˌũŋdʒiaʊmˈeɪŋtʃɪ	mˌũŋdʒiaʊmˈeɪŋtʃɪ
musicalmente	mˌuzikaʊmˈeɪŋtʃɪ	mˌuzikaʊmˈeɪŋtʃɪ
mutuamente	mˌutuɐmˈeɪŋtʃɪ	mˌutuɐmˈeɪŋtʃɪ
nacionalmente	nˌasɪˌonaʊmˈeɪŋtʃɪ	nˌasɪˌonaʊmˈeɪŋtʃɪ
naturalmente	nˌatuɾaʊmˈeɪŋtʃɪ	nˌatuɾaʊmˈeɪŋtʃɪ
nebulosamente	nˌebulˌozɐmˈeɪŋtʃɪ	nˌebulɔzɐmˈeɪŋtʃɪ
necessariamente	nˌesesˌaɾiɐmˈeɪŋtʃɪ	nˌesesˌaɾiɐmˈeɪŋtʃɪ
negativamente	nˌeɡatʃˌivɐmˈeɪŋtʃɪ	nˌeɡatʃivɐmˈeɪŋtʃɪ
negligentemente	nˌeɡliʒˌeɪŋtemˈeɪŋtʃɪ	nˌeɡliʒeɪŋtʃɪmˈeɪŋtʃɪ
nervosamente	nˌeɾvozɐmˈeɪŋtʃɪ	nˌeɾvɔzɐmˈeɪŋtʃɪ
nesciamente	nˌesiɐmˈeɪŋtʃɪ	nˌesiɐmˈeɪŋtʃɪ
neutralmente	nˌeutɾaʊmˈeɪŋtʃɪ	nˌeutɾaʊmˈeɪŋtʃɪ
nitidamente	nˌitʃidɐmˈeɪŋtʃɪ	nˌitʃidɐmˈeɪŋtʃɪ
nobremente	nˌobɾemˈeɪŋtʃɪ	nɔbɾɪmˈeɪŋtʃɪ
nocivamente	nˌosivɐmˈeɪŋtʃɪ	nˌosivɐmˈeɪŋtʃɪ
nomeadamente	nˌomeˌadɐmˈeɪŋtʃɪ	nˌomeadɐmˈeɪŋtʃɪ
nominalmente	nˌominaʊmˈeɪŋtʃɪ	nˌominaʊmˈeɪŋtʃɪ
normalmente	nˌoɾmaʊmˈeɪŋtʃɪ	nˌoɾmaʊmˈeɪŋtʃɪ
notacionalmente	nˌotasˌɪonaʊmˈeɪŋtʃɪ	nˌotasˌɪonaʊmˈeɪŋtʃɪ
notadamente	nˌotadɐmˈeɪŋtʃɪ	nˌotadɐmˈeɪŋtʃɪ
notarialmente	nˌotaɾˌiaʊmˈeɪŋtʃɪ	nˌotaɾˌiaʊmˈeɪŋtʃɪ
notavelmente	nˌotavɛʊmˈeɪŋtʃɪ	nˌotavɛʊmˈeɪŋtʃɪ
notoriamente	nˌotoɾˌiɐmˈeɪŋtʃɪ	nˌotoɾiɐmˈeɪŋtʃɪ
novamente	nˌovɐmˈeɪŋtʃɪ	nɔvɐmˈeɪŋtʃɪ
nuamente	nˌuɐmˈeɪŋtʃɪ	nuɐmˈeɪŋtʃɪ
nulamente	nˌulɐmˈeɪŋtʃɪ	nulɐmˈeɪŋtʃɪ
numericamente	nˌumeɾˌikɐmˈeɪŋtʃɪ	nˌumeɾikɐmˈeɪŋtʃɪ
obcecadamente	ˌobsekˌadɐmˈeɪŋtʃɪ	ˌobsekadɐmˈeɪŋtʃɪ
obedientemente	ˌobedʒˌieɪŋtemˈeɪŋtʃɪ	ˌobedʒˌieɪŋtʃɪmˈeɪŋtʃɪ
objetivamente	ˌobʒetʃˌivɐmˈeɪŋtʃɪ	ˌobʒetʃivɐmˈeɪŋtʃɪ
obliquamente	ˌoblikwɐmˈeɪŋtʃɪ	ˌoblikwɐmˈeɪŋtʃɪ
obrigatoriamente	ˌobɾiɡˌatoɾˌiɐmˈeɪŋtʃɪ	ˌobɾiɡˌatoɾiɐmˈeɪŋtʃɪ
obscenamente	ˌobsenɐmˈeɪŋtʃɪ	ˌobsenɐmˈeɪŋtʃɪ
obscuramente	ˌobskuɾɐmˈeɪŋtʃɪ	ˌobskuɾɐmˈeɪŋtʃɪ
obsequiosamente	ˌobsekˌiozɐmˈeɪŋtʃɪ	ˌobsekˌiɔzɐmˈeɪŋtʃɪ
observacionalmente	ˌobseɾvˌasɪˌonaʊmˈeɪŋtʃɪ	ˌobseɾvˌasɪˌonaʊmˈeɪŋtʃɪ
obsessivamente	ˌobsesˌivɐmˈeɪŋtʃɪ	ˌobsesivɐmˈeɪŋtʃɪ
obstinadamente	ˌobstʃinˌadɐmˈeɪŋtʃɪ	ˌobstʃinadɐmˈeɪŋtʃɪ
obtusamente	ˌobtuzɐmˈeɪŋtʃɪ	ˌobtuzɐmˈeɪŋtʃɪ
obviamente	ˌobviɐmˈeɪŋtʃɪ	ˌobviɐmˈeɪŋtʃɪ
ocasionalmente	ˌokazˌɪonaʊmˈeɪŋtʃɪ	ˌokazˌɪonaʊmˈeɪŋtʃɪ
ocultamente	ˌokuwtɐmˈeɪŋtʃɪ	ˌokuwtɐmˈeɪŋtʃɪ
odiosamente	ˌodʒiˌozɐmˈeɪŋtʃɪ	ˌodʒiɔzɐmˈeɪŋtʃɪ
ofensivamente	ˌofeɪŋsˌivɐmˈeɪŋtʃɪ	ˌofeɪŋsivɐmˈeɪŋtʃɪ
oficialmente	ˌofisˌiaʊmˈeɪŋtʃɪ	ˌofisˌiaʊmˈeɪŋtʃɪ
oficiosamente	ˌofisˌiozɐmˈeɪŋtʃɪ	ˌofisˌiɔzɐmˈeɪŋtʃɪ
ontologicamente	ˌoŋtolˌoʒikɐmˈeɪŋtʃɪ	ˌoŋtolˌoʒikɐmˈeɪŋtʃɪ
opcionalmente	ˌopsɪˌonaʊmˈeɪŋtʃɪ	ˌopsɪˌonaʊmˈeɪŋtʃɪ
operacionalmente	ˌopeɾˌasɪˌonaʊmˈeɪŋtʃɪ	ˌopeɾˌasɪˌonaʊmˈeɪŋtʃɪ
oportunamente	ˌopoɾtˌunɐmˈeɪŋtʃɪ	ˌopoɾtunɐmˈeɪŋtʃɪ
oprimente	ˌopɾimˈeɪŋtʃɪ	ˌopɾimˈeɪŋtʃɪ
oralmente	ˌoɾaʊmˈeɪŋtʃɪ	ˌoɾaʊmˈeɪŋtʃɪ
oratoriamente	ˌoɾatˌoɾiɐmˈeɪŋtʃɪ	ˌoɾatˌoɾiɐmˈeɪŋtʃɪ
orçamente	ˌoɾsɐmˈeɪŋtʃɪ	ɔɾsɐmˈeɪŋtʃɪ
ordenadamente	ˌoɾdenˌadɐmˈeɪŋtʃɪ	ˌoɾdenadɐmˈeɪŋtʃɪ
ordinariamente	ˌoɾdʒinˌaɾiɐmˈeɪŋtʃɪ	ˌoɾdʒinˌaɾiɐmˈeɪŋtʃɪ
organicamente	ˌoɾɡɐnˌikɐmˈeɪŋtʃɪ	ˌoɾɡɐnikɐmˈeɪŋtʃɪ
orgânicamente	ˌoɾɡˈɐ̃nikˌɐmeɪŋtʃɪ	ˌoɾɡˈɐ̃nikɐmˈeɪŋtʃɪ
orgulhosamente	ˌoɾɡuʎˌozɐmˈeɪŋtʃɪ	ˌoɾɡuʎɔzɐmˈeɪŋtʃɪ
originalmente	ˌoɾiʒˌinaʊmˈeɪŋtʃɪ	ˌoɾiʒˌinaʊmˈeɪŋtʃɪ
originariamente	ˌoɾiʒˌinaɾˌiɐmˈeɪŋtʃɪ	ˌoɾiʒˌinaɾiɐmˈeɪŋtʃɪ
ornamente	ˌoɾnɐmˈeɪŋtʃɪ	ɔɾnɐmˈeɪŋtʃɪ
ortodoxamente	ˌoɾtodˌoksɐmˈeɪŋtʃɪ	ˌoɾtodɔksɐmˈeɪŋtʃɪ
ortogonalmente	ˌoɾtoɡˌonaʊmˈeɪŋtʃɪ	ˌoɾtoɡˌonaʊmˈeɪŋtʃɪ
ortograficamente	ˌoɾtoɡɾˌafikɐmˈeɪŋtʃɪ	ˌoɾtoɡɾˌafikɐmˈeɪŋtʃɪ
ostensivamente	ˌosteɪŋsˌivɐmˈeɪŋtʃɪ	ˌosteɪŋsivɐmˈeɪŋtʃɪ
ostentosamente	ˌosteɪŋtˌozɐmˈeɪŋtʃɪ	ˌosteɪŋtɔzɐmˈeɪŋtʃɪ
oticamente	ˌotʃikɐmˈeɪŋtʃɪ	ˌotʃikɐmˈeɪŋtʃɪ
otimamente	ˌotʃimɐmˈeɪŋtʃɪ	ˌotʃimɐmˈeɪŋtʃɪ
ousadamente	ˌoʊzadɐmˈeɪŋtʃɪ	ˌoʊzadɐmˈeɪŋtʃɪ
pacatamente	pˌakatɐmˈeɪŋtʃɪ	pˌakatɐmˈeɪŋtʃɪ
pachorrentamente	pˌaʃoxˌeɪŋtɐmˈeɪŋtʃɪ	pˌaʃoxeɪŋtɐmˈeɪŋtʃɪ
pacientemente	pˌasiˌeɪŋtemˈeɪŋtʃɪ	pˌasieɪŋtʃɪmˈeɪŋtʃɪ
pacificamente	pˌasifˌikɐmˈeɪŋtʃɪ	pˌasifikɐmˈeɪŋtʃɪ
palidamente	pˌalidɐmˈeɪŋtʃɪ	pˌalidɐmˈeɪŋtʃɪ
paradigmaticamente	pˌaɾadʒˌiɡmatʃˌikɐmˈeɪŋtʃɪ	pˌaɾadʒˌiɡmatʃikɐmˈeɪŋtʃɪ
paradoxalmente	pˌaɾadˌoksaʊmˈeɪŋtʃɪ	pˌaɾadˌoksaʊmˈeɪŋtʃɪ
paralelamente	pˌaɾalˌelɐmˈeɪŋtʃɪ	pˌaɾalɛlɐmˈeɪŋtʃɪ
paramente	pˌaɾɐmˈeɪŋtʃɪ	paɾɐmˈeɪŋtʃɪ
parasitariamente	pˌaɾazˌitaɾˌiɐmˈeɪŋtʃɪ	pˌaɾazˌitaɾiɐmˈeɪŋtʃɪ
parcamente	pˌaɾkɐmˈeɪŋtʃɪ	paɾkɐmˈeɪŋtʃɪ
parceladamente	pˌaɾselˌadɐmˈeɪŋtʃɪ	pˌaɾseladɐmˈeɪŋtʃɪ
parcelarmente	pˌaɾselaɾmˈeɪŋtʃɪ	pˌaɾselaɾmˈeɪŋtʃɪ
parcialmente	pˌaɾsiaʊmˈeɪŋtʃɪ	pˌaɾsiaʊmˈeɪŋtʃɪ
parcimoniosamente	pˌaɾsimˌoniˌozɐmˈeɪŋtʃɪ	pˌaɾsimˌoniɔzɐmˈeɪŋtʃɪ
particularmente	pˌaɾtʃikˌulaɾmˈeɪŋtʃɪ	pˌaɾtʃikˌulaɾmˈeɪŋtʃɪ
parvamente	pˌaɾvɐmˈeɪŋtʃɪ	paɾvɐmˈeɪŋtʃɪ
passageiramente	pˌasaʒˌeɪɾɐmˈeɪŋtʃɪ	pˌasaʒeɪɾɐmˈeɪŋtʃɪ
passivamente	pˌasivɐmˈeɪŋtʃɪ	pˌasivɐmˈeɪŋtʃɪ
paternalmente	pˌateɾnaʊmˈeɪŋtʃɪ	pˌateɾnaʊmˈeɪŋtʃɪ
pateticamente	pˌatetʃˌikɐmˈeɪŋtʃɪ	pˌatetʃikɐmˈeɪŋtʃɪ
patriarcalmente	pˌatɾiˌaɾkaʊmˈeɪŋtʃɪ	pˌatɾiˌaɾkaʊmˈeɪŋtʃɪ
patrimonialmente	pˌatɾimˌoniaʊmˈeɪŋtʃɪ	pˌatɾimˌoniaʊmˈeɪŋtʃɪ
paulatinamente	pˌaʊlatʃˌinɐmˈeɪŋtʃɪ	pˌaʊlatʃinɐmˈeɪŋtʃɪ
pausadamente	pˌaʊzadɐmˈeɪŋtʃɪ	pˌaʊzadɐmˈeɪŋtʃɪ
pavimente	pˌavimˈeɪŋtʃɪ	pˌavimˈeɪŋtʃɪ
pecaminosamente	pˌekɐmˌinozɐmˈeɪŋtʃɪ	pˌekɐmˌinɔzɐmˈeɪŋtʃɪ
pecuniariamente	pˌekunˌiaɾˌiɐmˈeɪŋtʃɪ	pˌekunˌiaɾiɐmˈeɪŋtʃɪ
pedagogicamente	pˌedaɡˌoʒikɐmˈeɪŋtʃɪ	pˌedaɡˌoʒikɐmˈeɪŋtʃɪ
pejorativamente	pˌeʒoɾˌatʃivɐmˈeɪŋtʃɪ	pˌeʒoɾˌatʃivɐmˈeɪŋtʃɪ
pendentemente	pˌeɪŋdeɪŋtemˈeɪŋtʃɪ	pˌeɪŋdeɪŋtʃɪmˈeɪŋtʃɪ
penetrantemente	pˌenetɾˌɐ̃ŋtemˈeɪŋtʃɪ	pˌenetɾɐ̃ŋtʃɪmˈeɪŋtʃɪ
penetravelmente	pˌenetɾˌavɛʊmˈeɪŋtʃɪ	pˌenetɾˌavɛʊmˈeɪŋtʃɪ
penitentemente	pˌenitˌeɪŋtemˈeɪŋtʃɪ	pˌeniteɪŋtʃɪmˈeɪŋtʃɪ
penosamente	pˌenozɐmˈeɪŋtʃɪ	pˌenɔzɐmˈeɪŋtʃɪ
pensativamente	pˌeɪŋsatʃˌivɐmˈeɪŋtʃɪ	pˌeɪŋsatʃivɐmˈeɪŋtʃɪ
percentualmente	pˌeɾseɪŋtˌuaʊmˈeɪŋtʃɪ	pˌeɾseɪŋtˌuaʊmˈeɪŋtʃɪ
perdidamente	pˌeɾdʒidɐmˈeɪŋtʃɪ	pˌeɾdʒidɐmˈeɪŋtʃɪ
perdulariamente	pˌeɾdulˌaɾiɐmˈeɪŋtʃɪ	pˌeɾdulˌaɾiɐmˈeɪŋtʃɪ
